"label","key","item type","publication year","author","title","publication title","isbn","issn","doi","url","abstract note","date","date added","date modified","access date","pages","num pages","issue","volume","number of volumes","journal abbreviation","short title","series","series number","series text","series title","publisher","place","language","rights","type","archive","archive location","library catalog","call number","extra","notes","file attachments","link attachments","manual tags","automatic tags","editor","series editor","translator","contributor","attorney agent","book author","cast member","commenter","composer","cosponsor","counsel","interviewer","producer","recipient","reviewed author","scriptwriter","words by","guest","number","edition","running time","scale","medium","artwork size","filing date","application number","assignee","issuing authority","country","meeting name","conference name","court","references","reporter","legal status","priority numbers","programming language","version","system","code","code number","section","session","committee","history","legislative body","matches"
"ref_01861","9Q5H673L","journalArticle",2020,"Raashid, Muhammad; Saboor, Abdul; Ahmad, Shahzad","Fiscal Policy Transmission Mechanism in Pakistan: A General Equilibrium Analysis","Business Review",NA,"19906587",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1982584&site=ehost-live","This paper explores the impact of fiscal spending on key macroeconomic indicators for Pakistan economy using an estimated open economy new Keynesian dynamic stochastic general equilibrium (DSGE) model. Results show that a positive shock to government consumption leads to fall in private consumption, private investment and exports owing to negative wealth effect, rise in interest rate and domestic currency appreciation, respectively. Imports and inflation also rise. Estimated values of present value fiscal multipliers are 0.54, 0.29 and 0.18 after 1 year, 5 years and 10 years, respectively. These results show that although positive in the short run, yet the magnitude of the fiscal multiplier is very low in the case of Pakistan. Sensitivity analysis shows that the value of the multiplier marginally rises with rise in degree of price stickiness. Transitory shocks have a substantially higher multiplier relative to persistent shocks.","2020-01",2023-02-13 13:35:26,2023-02-13 13:35:26,NA,"50-66",NA,"1","15",NA,"Business Review",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Inflation; Deflation E31; Price Level; General Aggregative Models: Keynes; Keynesian; Modern Monetary Theory E12; Post-Keynesian; Macroeconomic Analyses of Economic Development O11; Fiscal and Monetary Policy in Development O23; Empirical Studies of Trade F14; International Linkages to Development; Role of International Organizations O19; Fiscal Policy; Modern Monetary Theory E62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1785
"ref_04082","TKDDLZWW","journalArticle",2012,"Kurozumi, Takushi","Sustainability, Flexibility, and Inflation Targeting","Economics Letters",NA,"01651765",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1276692&site=ehost-live","This paper examines sustainability of an inflation-targeting policy regime in terms of sustainable equilibrium using a canonical model in the recent literature. Overly flexible inflation targeting is not sustainable. Strict inflation targeting is sustainable only when shock persistence is high enough.","2012-01",2023-02-13 13:37:00,2023-02-13 13:37:00,NA,"80-82",NA,"1","114",NA,"Economics Letters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Inflation; Deflation E31; Monetary Policy E52; Price Level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3931
"ref_02444","KINBFCUI","journalArticle",2011,"Blackley, Paul Robert","Production Adjustments for Consumer Durables and the Great Moderation","Atlantic Economic Journal",NA,"01974254",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1259740&site=ehost-live","Explanations for the Great Moderation in GDP volatility have included improved management of inventory schedules, the good luck of smaller economic shocks, and better anti-inflation policy. This article provides direct evidence on the changes in production behavior underlying these explanations within a market model for consumer durable goods. Long-run price and sales elasticities are estimated using VECMs for 1959 through 1983 (period I) and 1984 through 2008 (period II). Significant and more effective adjustments to output growth in response to both market disequilibria and changes in demand occur in period II and contribute to the reduced volatility observed. During that time, 95 percent of market disequilibrium gaps were closed after four quarters, and current output adjusted to accommodate 90 percent of demand changes occurring during the preceding three quarters.","2011-09",2023-02-13 13:35:50,2023-02-13 13:35:50,NA,"291-302",NA,"3","39",NA,"Atlantic Economic Journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Macroeconomics: Production E23; Monetary Policy E52; Capacity E22; Capital; Intangible Capital; Investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2355
"ref_04459","7IKYZTFB","journalArticle",1995,"Boschen, John F.; Mills, Leonard O.","Tests of Long-Run Neutrality Using Permanent Monetary and Real Shocks","Journal of Monetary Economics",NA,"03043932",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0354560&site=ehost-live","The authors present tests of long-run monetary neutrality using an empirical framework that allows for the effects of real shocks on the long-run behavior of both output and monetary aggregates. Their findings support long-run monetary neutrality as a feature of the post-World War II U.S. economy. The authors further find that permanent innovations in labor supply, as measured by working-age population, are a principal factor in the long-run movements in U.S. output and monetary aggregates.","1995-02",2023-02-13 13:37:15,2023-02-13 13:37:15,NA,"25-44",NA,"1","35",NA,"Journal of Monetary Economics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Business Fluctuations; Cycles E32; Monetary Policy E52; Prices, Business Fluctuations, and Cycles: Forecasting and Simulation: Models and Applications E37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4284
"ref_02096","Z5CV2N3T","journalArticle",2018,"Herwartz, Helmut; Roestel, Jan","Local/Import-and Foreign Currency Prices: Inflation, Uncertainty and Pass through Endogeneity","Studies in Nonlinear Dynamics and Econometrics",NA,"10811826",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1827988&site=ehost-live","We investigate first and second order moment interactions among import prices (IPs), local currency prices (LCPs) and producer currency prices (PCPs) for 20 (mostly) developed economies and a time period of 3 decades. We test various hypotheses on both linear and non-linear effects put forth in the literature on the endogeneity of exchange rate pass through to monetary policy. It turns out that PCP shocks give rise to IP uncertainty in a sizeable manner, while the further propagation of IP uncertainty to LCP inflation uncertainty is moderate. Moreover, LCP inflation uncertainty increases the uncertainty of IP inflation (measured in local currency). In general, both inflation and its uncertainty are diagnosed as core determinants of pass through variation. Thus, a lack of monetary credibility could serve as a catalyst for the import of foreign price pressures and uncertainty to local prices.","2018-06",2023-02-13 13:35:36,2023-02-13 13:35:36,NA,"1-17",NA,"3","22",NA,"Studies in Nonlinear Dynamics and Econometrics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Inflation; Deflation E31; Foreign Exchange F31; Monetary Policy E52; Price Level; Empirical Studies of Trade F14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
"ref_09559","JNY7XNZD","journalArticle",2023,"Holm-Hadulla, Fédéric; Mazelis, Falk; Rast, Sebastian","Bank and non-bank balance sheet responses to monetary policy shocks","Economics Letters",NA,"0165-1765","10.1016/j.econlet.2022.110918","https://www.sciencedirect.com/science/article/pii/S0165176522003925","We provide evidence on how banks and non-bank financial intermediaries differ in their response to monetary policy. Our findings are based on a standard empirical macro model for the euro area, augmented with balance sheet data for banks and investment funds. The model is estimated via local projections, using high-frequency methods to identify different types of monetary policy shocks. Short-rate shocks lead to a significant balance sheet response of banks and investment funds, with a slightly swifter and more persistent reaction of banks. Long-rate shocks instead exert only short-lived effects on bank balance sheets, whereas investment fund balance sheets exhibit a stronger and more persistent response. The relative role of different types of financial intermediaries hence emerges as a relevant factor in shaping the transmission process for conventional and non-standard monetary policy measures.","2023-01-01",2023-03-16 15:43:49,2023-03-16 15:43:49,1678313642,"110918",NA,NA,"222",NA,"Economics Letters",NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"ScienceDirect",NA,NA,NA,NA,NA,"Monetary policy; Euro area; High-frequency identification; Non-bank finance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9096
"ref_05246","CTNIHR7B","book",2002,"Michl, Thomas R.","Macroeconomic theory: A short course",NA,NA,NA,NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0643815&site=ehost-live","Intermediate-undergraduate-level textbook provides a concise treatment of the basic theory used by macroeconomic policymakers that will enable students completing the course to conduct thought experiments tracing out the effects of a monetary policy, fiscal policy, or other major shocks on major macroeconomic variables. Takes a formal mathematical approach, presenting the simplest models possible and using relatively easy algebra in the body of the text. Covers macroeconomic accounting; prices and output; Keynesian theory; the IS curve; the LM curve; the IS-LM model; the aggregate demand curve; the aggregate supply curve; the AS-AD model; inflation and unemployment; a model with active monetary policy; open economy basics; fixed exchange rates; flexible exchange rates; the classical growth model; and the neoclassical growth model. Michl is Professor of Economics at Colgate University. Bibliography; index.","2002",2023-02-13 13:37:49,2023-02-13 13:37:49,NA,NA,"xi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Armonk, N.Y. and London:",NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Macroeconomics and Monetary Economics: General E00; Economic Education and Teaching of Economics: Undergraduate A22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4976
"ref_11181","7UQPIHMA","journalArticle",2021,"Cepni, Oguzhan; Gupta, Rangan","Time-varying impact of monetary policy shocks on US stock returns: The role of investor sentiment","The North American Journal of Economics and Finance",NA,"1062-9408","10.1016/j.najef.2021.101550","https://www.sciencedirect.com/science/article/pii/S1062940821001601","This paper investigates how monetary policy shock affects the stock market of the United States (US) conditional on states of investor sentiment. In this regard, we use a recently developed estimator that uses high-frequency surprises as a proxy for the structural monetary policy shocks, which in turn is achieved by integrating the current short-term rate surprises, which are least affected by an information effect, into a vector autoregressive (VAR) model as an exogenous variable. When allowing for time-varying model parameters, we find that, compared to the low investor sentiment regime, the negative reaction of stock returns to contractionary monetary policy shocks is stronger in the state associated with relatively higher investor sentiment. Our results are robust to alternative sample period (which excludes the zero lower bound) and model specification and also have important implications for academicians, investors, and policymakers.","2021-11-01",2023-03-16 15:49:11,2023-03-16 15:49:11,1678528068,"101550",NA,NA,"58",NA,"The North American Journal of Economics and Finance","Time-varying impact of monetary policy shocks on US stock returns",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"ScienceDirect",NA,NA,NA,NA,NA,"Investor sentiment; Monetary policy surprises; External instruments; Time-varying parameter VAR model",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10650
"ref_09294","ETM58Y9V","journalArticle",2013,"Berlemann, Michael; Freese, Julia","Monetary policy and real estate prices: a disaggregated analysis for Switzerland","International Economics and Economic Policy",NA,"1612-4812","10.1007/s10368-012-0222-7","https://doi.org/10.1007/s10368-012-0222-7","Most empirical studies found that monetary policy has a significant effect on house prices while stock markets remain unaffected by interest rate shocks. In this paper we conduct a more detailed analysis by studying various sub-segments of the real estate market. Employing a new dataset for Switzerland we estimate vector autoregressive models and find positive interest rate shocks to have adverse effects on house and condominium prices on the one hand and rental prices on the other. Commercial property prices as stock markets do not react on interest rate variations.","2013-12-01",2023-03-16 15:42:51,2023-03-16 15:42:51,1678309330,"469-490",NA,"4","10",NA,"Int Econ Econ Policy","Monetary policy and real estate prices",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"Springer Link",NA,NA,NA,NA,NA,"E52; Monetary policy; E43; R21; Stock market; Interest rate shocks; Real estate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8838
"ref_02658","E6CLY9VR","journalArticle",2015,"Siklos, Pierre L.; Lavender, Brady","The Credit Cycle and the Business Cycle in Canada and the United States: Two Solitudes?","Canadian Public Policy",NA,"03170861",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1527893&site=ehost-live","Recent events highlight the relationship between credit availability and aggregate output. Macroeconomic models for Canada are estimated to investigate links between non-price lending standards, business loans, and output. US macroeconomic and financial market conditions are allowed to impact the Canadian economy. Responses to financial shocks differ in the two countries. Real-time data have a significant impact on the results. The United States and Canada may be ""two solitudes"" insofar as the impact of credit conditions is concerned. Differences in the quality of banking supervision and in the effectiveness of monetary policies in the two countries may partially explain the results.","2015-06",2023-02-13 13:35:59,2023-02-13 13:35:59,NA,"109-123",NA,"2","41",NA,"Canadian Public Policy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Business Fluctuations; Cycles E32; Monetary Policy E52; Credit; Money Multipliers E51; Money Supply; Financial Institutions and Services: Government Policy and Regulation G28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2560
